id,Name,processed_text,cluster_k10,cluster_k25,cluster_k50
435,Зажим клемний DIN-рейку УЕК ЗНИ-16PEN 100А жовто-зелений YZN20-016-K52,зажим клемний din рейку уек зни 16pen 100а жовто зелений yzn20 016 k52,5,11,24
436,"Інструмент E.Next e.tool.strip.700.d.0,2.4 для зняття ізоляції проводів перетином 0,2-4 кв.мм t004003",інструмент e next e tool strip 700 d 0 2 4 для зняття ізоляції проводів перетином 0 2 4 кв мм t004003,7,16,34
437,УЕК прес гідравлічний ручний ПГР-70 4-70мм2 TKL10-001,уек прес гідравлічний ручний пгр 70 4 70мм2 tkl10 001,1,2,3
438,Реле проміжне 24V DC 10А E.Next e.control.p1043 i.ly4.24dc,реле проміжне 24v dc 10а e next e control p1043 i ly4 24dc,10,23,45
439,Вимикач ножний E.Next e.fs.01 пластиковий p0810151,вимикач ножний e next e fs 01 пластиковий p0810151,1,2,3
440,Вимикач ножний E.Next e.fs.01 пластиковий p0810151,вимикач ножний e next e fs 01 пластиковий p0810151,1,2,3
441,Контактор 230V Hager ESC427 25A 2нв+2нз,контактор 230v hager esc427 25a 2нв 2нз,10,25,48
442,Контактор безшумний 230V Hager ESC440S 40A 4нв,контактор безшумний 230v hager esc440s 40a 4нв,10,25,48
443,Коробка розподільна IP55 Spelsberg 332-912 I12-L 85*85*37 сіра 33291201,коробка розподільна ip55 spelsberg 332 912 i12 l 85 85 37 сіра 33291201,4,9,21
444,Касета MGP111 Makel 2Z 12200434,касета mgp111 makel 2z 12200434,3,5,13
445,Вилка 3п з ричагом Legrand 16А 50175 біла,вилка 3п з ричагом legrand 16а 50175 біла,2,3,6
446,"Вимикач автоматичний 1-полюсний УЕК 4,5кА ВА47-29 C 10А MVA20-1-010-C-U",вимикач автоматичний 1 полюсний уек 4 5ка ва47 29 c 10а mva20 1 010 c u,1,1,2
447,"Вимикач автоматичний 2-полюсний УЕК 4,5кА ВА 47- 29М C 40А MVA21-2-040-C",вимикач автоматичний 2 полюсний уек 4 5ка ва 47 29м c 40а mva21 2 040 c,1,1,2
448,Лічильник 1 фазний багатотарифний 5- 60А електронний A (активної енергії) NIK 2104 AP2T.1000.C.11,лічильник 1 фазний багатотарифний 5 60а електронний a активної енергії nik 2104 ap2t 1000 c 11,1,2,5
449,Лічильник 3 фазний 5- 60А електронний активної енергії NIK-2301 AP2.0000.0.11 (АП2),лічильник 3 фазний 5 60а електронний активної енергії nik 2301 ap2 0000 0 11 ап2,1,2,5
450,Лічильник 3 фазний 5- 60А електронний активної енергії NIK-2301 AP2.0000.0.11 (АП2),лічильник 3 фазний 5 60а електронний активної енергії nik 2301 ap2 0000 0 11 ап2,1,2,5
451,"Перехідник E.Next e.lamp adapter.Е27/Е40.white, з патрону Е27 на Е40, пластиковий s9100015",перехідник e next e lamp adapter е27 е40 white з патрону е27 на е40 пластиковий s9100015,7,15,33
452,Стрічка ізоляційна ПВХ 20м 19мм кольорова,стрічка ізоляційна пвх 20м 19мм кольорова,2,3,8
453,Коробка для 1-фазного лічильника NIK IP54 DOT.3-1,коробка для 1 фазного лічильника nik ip54 dot 3 1,4,9,21
454,Лічильник 1 фазний 5- 60А електронний активної енергії НІК 2102-02 1кл. 220В M1,лічильник 1 фазний 5 60а електронний активної енергії нік 2102 02 1кл 220в m1,1,2,5
455,Патрон люстровий з гайкою E.Next e.lamp socket with nut.E27.pl.white Е27 s9100016 білий,патрон люстровий з гайкою e next e lamp socket with nut e27 pl white е27 s9100016 білий,7,15,33
456,П-274М провід,п 274м провід,2,3,8
457,Лампа комактна люмінісцентна Osram 2G11 55W/840 DULUX L,лампа комактна люмінісцентна osram 2g11 55w 840 dulux l,10,22,42
458,Лічильник електроенергії 3-фазний багатотарифний 5(80)А NIK 2303 AP6T.1000.M.11,лічильник електроенергії 3 фазний багатотарифний 5 80 а nik 2303 ap6t 1000 m 11,1,2,5
459,Шина Hager з’єднувальна вилочна 1-полюсний 12 модульна 16кв. FORK KDN180A,шина hager з єднувальна вилочна 1 полюсний 12 модульна 16кв fork kdn180a,5,12,27
460,"Шина ""N"" комбінована DIN-iзольована ""Стiйка"" УЕК ШНИ-8*12- 8-КС-С синя YNN10-812-8DP-K07",шина n комбінована din iзольована стiйка уек шни 8 12 8 кс с синя ynn10 812 8dp k07,2,3,6
461,Блок фазних клем Hager KN14P,блок фазних клем hager kn14p,3,5,12
462,Тримач з клемами 21*N+20*PE/5*N+6*PE Hager VZ464 до щитів Volta,тримач з клемами 21 n 20 pe 5 n 6 pe hager vz464 до щитів volta,2,3,7
463,Корпус зовнішній без дверок Volta IP30/II Hager VA48CN (VA48B) 48(56) модулів,корпус зовнішній без дверок volta ip30 ii hager va48cn va48b 48 56 модулів,2,3,7
464,Патрон-перехідник Feron LH60 E27-GU10 4A 3882,патрон перехідник feron lh60 e27 gu10 4a 3882,10,22,43
465,Шина Hager з’єднувальна вилочна 1-полюсна 12 модульна 10 мм.кв. FORK KDN163A,шина hager з єднувальна вилочна 1 полюсна 12 модульна 10 мм кв fork kdn163a,5,12,27
466,Корпус зовнішній прозора дверка Vector IP65/II Hager VE110D 237*210*114 10 модулів,корпус зовнішній прозора дверка vector ip65 ii hager ve110d 237 210 114 10 модулів,4,9,21
467,"OLFLEX HEAT 180 SiF провід силіконовий термостійкий 0,25",olflex heat 180 sif провід силіконовий термостійкий 0 25,1,2,5
468,Перемикач I-0-II 230V 2-полюсний Hager SFT225 25А вихід зверху,перемикач i 0 ii 230v 2 полюсний hager sft225 25а вихід зверху,10,25,48
469,Розетка модульна 16А Hager SN016,розетка модульна 16а hager sn016,3,4,11
470,Вимикач автоматичний 1-полюсний Hager 6kA MC116A C 16A,вимикач автоматичний 1 полюсний hager 6ka mc116a c 16a,1,1,2
471,"Диференційне реле 2-полюсне Hager CD263J A-63/0,03А",диференційне реле 2 полюсне hager cd263j a 63 0 03а,3,4,9
472,Вимикач автоматичний 1-полюсний Hager 6kA MC110A C 10A,вимикач автоматичний 1 полюсний hager 6ka mc110a c 10a,1,1,2
473,Вимикач автоматичний 2-полюсний Hager 6kA MC240A C 40A,вимикач автоматичний 2 полюсний hager 6ka mc240a c 40a,1,1,2
474,Перемикач I-0-II 230V 2-полюсний Hager SFT225 25А вихід зверху,перемикач i 0 ii 230v 2 полюсний hager sft225 25а вихід зверху,10,25,48
475,Лампа розжарювання Е40 300W,лампа розжарювання е40 300w,10,22,41
476,Лампа розжарювання Іскра Е27 230B 200W PS65 TS,лампа розжарювання іскра е27 230b 200w ps65 ts,10,24,47
477,ПРА електронне Feron 1*18W EB51S T8 18W 514,пра електронне feron 1 18w eb51s t8 18w 514,10,22,43
478,Кнопка здвоєна Пуск-Стоп неонова УЕК APBB-22N червона+зелена 1нз+1нв BBD11-APBB-K51,кнопка здвоєна пуск стоп неонова уек apbb 22n червона зелена 1нз 1нв bbd11 apbb k51,5,11,25
479,Лампа розжарювання 300W E27 230V В67 Iskra прозора,лампа розжарювання 300w e27 230v в67 iskra прозора,10,24,47
480,Наконечник УЕК алюмінієвий 50/10 DL-50 UNP10-050-09-10,наконечник уек алюмінієвий 50 10 dl 50 unp10 050 09 10,1,2,3
481,Індикатор-тестер E.Next e.tool.test09 140х3 прямий шліц АС/DC70-250В  t001109,індикатор тестер e next e tool test09 140х3 прямий шліц ас dc70 250в t001109,7,16,34
482,Стрічка ізоляційна ПВХ 20м 19мм кольорова,стрічка ізоляційна пвх 20м 19мм кольорова,2,3,8
483,Стрічка ізоляційна ПВХ 20м 19мм кольорова,стрічка ізоляційна пвх 20м 19мм кольорова,2,3,8
484,"Кабель сигнальний Al-Cu в екрані 6*0,22",кабель сигнальний al cu в екрані 6 0 22,1,2,3
485,Вимикач автоматичний 1-полюсний Hager 6kA MB110A B 10A,вимикач автоматичний 1 полюсний hager 6ka mb110a b 10a,1,1,2
486,Перемикач I-0-II 230V 2-полюсний Hager SFT240 40А вихід зверху,перемикач i 0 ii 230v 2 полюсний hager sft240 40а вихід зверху,10,25,48
